"list_hover href","list_hover src","d-flex href","product-list__price","card__text"
"https://jewelbox.co.in/sun-burst-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760166709.jpg","https://jewelbox.co.in/sun-burst-diamond-ear-studs/","₹1,43,355","Sun Burst Diamond Ear Studs"
"https://jewelbox.co.in/radiant-tulip-cross-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759918410.jpg","https://jewelbox.co.in/radiant-tulip-cross-diamond-ear-studs/","₹30,468","Radiant Tulip Cross Diamond Ear Studs"
"https://jewelbox.co.in/velvet-moonfall-diamond-dangler-earring/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759918928.jpg","https://jewelbox.co.in/velvet-moonfall-diamond-dangler-earring/","₹1,76,595","Velvet Moonfall Diamond Dangler Earring"
"https://jewelbox.co.in/dancing-light-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1760424229.jpg","https://jewelbox.co.in/dancing-light-diamond-earrings/","₹1,71,959","Dancing Light Diamond Earrings"
"https://jewelbox.co.in/duskborne-glow-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759919834.jpg","https://jewelbox.co.in/duskborne-glow-diamond-ear-studs/","₹45,048","Duskborne Glow Diamond Ear Studs"
"https://jewelbox.co.in/midnight-blue-blossoms-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759921491.jpg","https://jewelbox.co.in/midnight-blue-blossoms-diamond-earrings/","₹53,103","Midnight Blue Blossoms Diamond Earrings"
"https://jewelbox.co.in/lunar-drop-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760168899.jpg","https://jewelbox.co.in/lunar-drop-diamond-earrings/","₹33,953","Lunar Drop Diamond Earrings"
"https://jewelbox.co.in/row-with-flowers-circle-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1760425166.jpg","https://jewelbox.co.in/row-with-flowers-circle-diamond-earrings/","₹53,229","Row With Flowers Circle Diamond Earrings"
"https://jewelbox.co.in/pear-beauty-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760175834.jpg","https://jewelbox.co.in/pear-beauty-diamond-ear-studs/","₹34,391","Pear Beauty Diamond Ear Studs"
"https://jewelbox.co.in/imperial-jade-green-diamond-dangler-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759924311.jpg","https://jewelbox.co.in/imperial-jade-green-diamond-dangler-earrings/","₹1,57,246","Imperial Jade Green Diamond Dangler Earrings"
"https://jewelbox.co.in/nightcoil-shadow-diamond-earring/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759926110.jpg","https://jewelbox.co.in/nightcoil-shadow-diamond-earring/","₹1,33,268","Nightcoil Shadow Diamond Earring"
"https://jewelbox.co.in/olivia-cross-flower-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760176137.jpg","https://jewelbox.co.in/olivia-cross-flower-ear-studs/","₹29,278","Olivia Cross Flower Ear Studs"
"https://jewelbox.co.in/three-little-circle-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760335486.jpg","https://jewelbox.co.in/three-little-circle-diamond-ear-studs/","₹29,812","Three Little Circle Diamond Ear Studs"
"https://jewelbox.co.in/twilight-moon-crescent-diamond-danglers/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760337137.jpg","https://jewelbox.co.in/twilight-moon-crescent-diamond-danglers/","₹74,324","Twilight Moon Crescent Diamond Danglers"
"https://jewelbox.co.in/classic-glowing-charm-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760346610.jpg","https://jewelbox.co.in/classic-glowing-charm-diamond-studs/","₹68,526","Classic Glowing Charm Diamond Studs"
"https://jewelbox.co.in/three-leaf-in-a-row-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1760439754.jpg","https://jewelbox.co.in/three-leaf-in-a-row-diamond-earrings/","₹1,06,044","Three Leaf in a Row Diamond Earrings"
"https://jewelbox.co.in/whispering-drop-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1760440245.jpg","https://jewelbox.co.in/whispering-drop-diamond-earrings/","₹71,258","Whispering Drop Diamond Earrings"
"https://jewelbox.co.in/floret-midnight-diamond-dangler-earring/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1759927819.jpg","https://jewelbox.co.in/floret-midnight-diamond-dangler-earring/","₹38,756","Floret Midnight Diamond Dangler Earring"
"https://jewelbox.co.in/prism-loop-round-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760441630.jpg","https://jewelbox.co.in/prism-loop-round-diamond-earrings/","₹31,185","Prism Loop Round Diamond Earrings"
"https://jewelbox.co.in/rubra-red-stone-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1759927487.jpg","https://jewelbox.co.in/rubra-red-stone-diamond-earrings/","₹33,903","Rubra Red Stone Diamond Earrings"
"https://jewelbox.co.in/starry-drift-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1760440640.jpg","https://jewelbox.co.in/starry-drift-diamond-earrings/","₹73,357","Starry Drift Diamond Earrings"
"https://jewelbox.co.in/flower-petal-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1760426646.jpg","https://jewelbox.co.in/flower-petal-diamond-ear-studs/","₹45,692","Flower Petal Diamond Ear Studs"
"https://jewelbox.co.in/miniature-dainty-dazzling-diamond-earring/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1759923747.jpg","https://jewelbox.co.in/miniature-dainty-dazzling-diamond-earring/","₹1,60,342","Miniature Dainty Dazzling Diamond Earring"
"https://jewelbox.co.in/three-in-a-line-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760439584.jpg","https://jewelbox.co.in/three-in-a-line-diamond-ear-studs/","₹26,889","Three In a Line Diamond Ear Studs"
"https://jewelbox.co.in/half-circle-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1760441195.jpg","https://jewelbox.co.in/half-circle-diamond-ear-studs/","₹58,046","Half Circle Diamond Ear Studs"
"https://jewelbox.co.in/glowing-chakra-diamond-encrusted-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1759993131.jpg","https://jewelbox.co.in/glowing-chakra-diamond-encrusted-earstuds/","₹33,381","Glowing Chakra Diamond Encrusted Earstuds"
"https://jewelbox.co.in/enchanted-green-opus-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759989388.jpg","https://jewelbox.co.in/enchanted-green-opus-diamond-earstuds/","₹85,086","Enchanted Green Opus Diamond Earstuds"
"https://jewelbox.co.in/regal-glow-diamond-clustered-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759492345.jpg","https://jewelbox.co.in/regal-glow-diamond-clustered-earrings/","₹62,510","Regal Glow Diamond Clustered Earrings"
"https://jewelbox.co.in/green-crown-jewel-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759911511.jpg","https://jewelbox.co.in/green-crown-jewel-diamond-ear-studs/","₹1,75,070","Green Crown Jewel Diamond Ear Studs"
"https://jewelbox.co.in/royal-heritage-diamond-cluster-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759475344.jpg","https://jewelbox.co.in/royal-heritage-diamond-cluster-earstuds/","₹1,15,192","Royal Heritage Diamond Cluster Earstuds"
"https://jewelbox.co.in/side-swirl-diamond-stud-earcuffs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1758879397.jpg","https://jewelbox.co.in/side-swirl-diamond-stud-earcuffs/","₹45,490","Side Swirl Diamond Stud Earcuffs"
"https://jewelbox.co.in/tres-diamond-cluster-earrings-for-women/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759474718.jpg","https://jewelbox.co.in/tres-diamond-cluster-earrings-for-women/","₹53,908","Tres Diamond Cluster Earrings for Women"
"https://jewelbox.co.in/tuscan-glam-diamond-encrusted-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1758709121.jpg","https://jewelbox.co.in/tuscan-glam-diamond-encrusted-earrings/","₹77,037","Tuscan Glam Diamond Encrusted Earrings"
"https://jewelbox.co.in/simple-dazzling-round-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1757674993.jpg","https://jewelbox.co.in/simple-dazzling-round-diamond-earstuds/","₹3,03,111","Simple Dazzling Round Diamond Earstuds"
"https://jewelbox.co.in/cluster-half-moon-diamond-studs-for-kids/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1757673715.jpg","https://jewelbox.co.in/cluster-half-moon-diamond-studs-for-kids/","₹27,702","Cluster Half Moon Diamond Studs for Kids"
"https://jewelbox.co.in/china-rose-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759906786.jpg","https://jewelbox.co.in/china-rose-diamond-ear-studs/","₹53,606","China Rose Diamond Ear Studs"
"https://jewelbox.co.in/delicate-petunia-shimmering-diamond-earring/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1760080148.jpg","https://jewelbox.co.in/delicate-petunia-shimmering-diamond-earring/","₹21,065","Delicate Petunia Shimmering Diamond Earring"
"https://jewelbox.co.in/mughal-maharani-green-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1760015083.jpg","https://jewelbox.co.in/mughal-maharani-green-diamond-earstuds/","₹1,99,866","Mughal Maharani Green Diamond Earstuds"
"https://jewelbox.co.in/minne-belle-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759907676.jpg","https://jewelbox.co.in/minne-belle-diamond-ear-studs/","₹26,172","Minne Belle Diamond Ear Studs"
"https://jewelbox.co.in/bejewelled-hanging-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1757670278.jpg","https://jewelbox.co.in/bejewelled-hanging-diamond-earrings/","₹1,08,887","Bejewelled Hanging Diamond Earrings"
"https://jewelbox.co.in/bejewelled-diamond-sphere-blue-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1757669076.jpg","https://jewelbox.co.in/bejewelled-diamond-sphere-blue-earrings/","₹71,158","Bejewelled Diamond Sphere Blue Earrings"
"https://jewelbox.co.in/twinkle-tiny-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760423775.jpg","https://jewelbox.co.in/twinkle-tiny-diamond-earrings/","₹23,356","Twinkle Tiny Diamond Earrings"
"https://jewelbox.co.in/mixed-solitaires-chunky-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1757667679.jpg","https://jewelbox.co.in/mixed-solitaires-chunky-diamond-earstuds/","₹64,585","Mixed Solitaires Chunky Diamond Earstuds"
"https://jewelbox.co.in/radiant-star-is-above-diamond-earrings-2/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1760080567.jpg","https://jewelbox.co.in/radiant-star-is-above-diamond-earrings-2/","₹85,008","Radiant Star Is Above Diamond Earrings"
"https://jewelbox.co.in/bejewelled-flower-polki-diamond-danglers/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1760082976.jpg","https://jewelbox.co.in/bejewelled-flower-polki-diamond-danglers/","₹67,730","Bejewelled Flower Polki Diamond Danglers"
"https://jewelbox.co.in/elegant-little-round-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/12/PPS108ER-frontYG.jpg","https://jewelbox.co.in/elegant-little-round-diamond-studs/","₹26,965","Elegant Little Round Diamond Studs"
"https://jewelbox.co.in/radiant-cross-encrusted-diamond-stud-for-men/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1762583985.jpg","https://jewelbox.co.in/radiant-cross-encrusted-diamond-stud-for-men/","₹6,593","Radiant Cross Encrusted Diamond Stud for Men"
"https://jewelbox.co.in/radiant-star-is-above-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1760085828.jpg","https://jewelbox.co.in/radiant-star-is-above-diamond-earrings/","₹1,42,600","Radiant Star Is Above Diamond Earrings"
"https://jewelbox.co.in/dynasty-green-diamond-cluster-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1759830723.jpg","https://jewelbox.co.in/dynasty-green-diamond-cluster-earrings/","₹4,17,390","Dynasty Green Diamond Cluster Earrings"
"https://jewelbox.co.in/gleaming-opalina-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760354997.jpg","https://jewelbox.co.in/gleaming-opalina-diamond-ear-studs/","₹25,494","Gleaming Opalina Diamond Ear studs"
"https://jewelbox.co.in/maharani-pink-stone-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760355409.jpg","https://jewelbox.co.in/maharani-pink-stone-diamond-ear-studs/","₹29,912","Maharani Pink Stone Diamond Ear Studs"
"https://jewelbox.co.in/celestial-wheel-intricate-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0314-2.jpg","https://jewelbox.co.in/celestial-wheel-intricate-diamond-earstuds/","₹1,88,797","Celestial Wheel Intricate Diamond Earstuds"
"https://jewelbox.co.in/youthful-red-stone-dangler-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2020/01/WER0283-front.jpg","https://jewelbox.co.in/youthful-red-stone-dangler-diamond-earrings/","₹65,888","Youthful Red Stone Dangler Diamond Earrings"
"https://jewelbox.co.in/regal-hearts-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1753521889.jpg","https://jewelbox.co.in/regal-hearts-diamond-earstuds/","₹19,902","Regal Hearts Diamond Earstuds"
"https://jewelbox.co.in/minimal-lovely-floral-diamond-stud-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0101-2.jpg","https://jewelbox.co.in/minimal-lovely-floral-diamond-stud-earrings/","₹40,330","Minimal Lovely Floral Diamond Stud Earrings"
"https://jewelbox.co.in/inverted-peony-pear-cut-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/03/PER1193-front-2.jpg","https://jewelbox.co.in/inverted-peony-pear-cut-diamond-earrings/","₹92,806","Inverted Peony Pear Cut Diamond Earrings"
"https://jewelbox.co.in/alluring-gaze-diamond-dangler-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0250-2.jpg","https://jewelbox.co.in/alluring-gaze-diamond-dangler-earrings/","₹70,283","Alluring Gaze Diamond Dangler Earrings"
"https://jewelbox.co.in/bedazzled-unqiue-symmetery-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/03/PER1192-front-2.jpg","https://jewelbox.co.in/bedazzled-unqiue-symmetery-diamond-studs/","₹48,691","Bedazzled Unqiue Symmetery Diamond Studs"
"https://jewelbox.co.in/charming-quads-padma-cut-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/02/WER1568-front-2.jpg","https://jewelbox.co.in/charming-quads-padma-cut-diamond-studs/","₹1,47,913","Charming Quads Padma Cut Diamond Studs"
"https://jewelbox.co.in/inkwell-curve-black-diamond-hoops/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1767868727.jpg","https://jewelbox.co.in/inkwell-curve-black-diamond-hoops/","₹87,741","Inkwell Curve Black Diamond Hoops"
"https://jewelbox.co.in/small-black-diamond-snowflake-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1767938622.jpg","https://jewelbox.co.in/small-black-diamond-snowflake-diamond-earrings/","₹50,220","Small Black Diamond Snowflake Diamond Earrings"
"https://jewelbox.co.in/minimal-wonder-pear-diamond-drop-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0357-2-4.jpg","https://jewelbox.co.in/minimal-wonder-pear-diamond-drop-earrings/","₹73,803","Minimal Wonder Pear Diamond Drop Earrings"
"https://jewelbox.co.in/celestial-shimmer-star-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1753857783.jpg","https://jewelbox.co.in/celestial-shimmer-star-diamond-earrings/","₹18,057","Celestial Shimmer Star Diamond Earrings"
"https://jewelbox.co.in/shimmering-magnora-mixed-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/03/PER1194E-front-2.jpg","https://jewelbox.co.in/shimmering-magnora-mixed-diamond-studs/","₹57,765","Shimmering Magnora Mixed Diamond Studs"
"https://jewelbox.co.in/inclined-towards-you-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1770278042.jpg","https://jewelbox.co.in/inclined-towards-you-diamond-studs/","₹1,07,676","Inclined Towards You Diamond Studs"
"https://jewelbox.co.in/fiore-di-loto-padma-cut-diamond-danglers/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/04/WER1662-front-2.jpg","https://jewelbox.co.in/fiore-di-loto-padma-cut-diamond-danglers/","₹1,81,378","Fiore di Loto Padma Cut Diamond Danglers"
"https://jewelbox.co.in/tilting-hearts-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1753341449.jpg","https://jewelbox.co.in/tilting-hearts-diamond-earrings/","₹23,481","Tilting Hearts Diamond Earrings"
"https://jewelbox.co.in/vanity-glam-diamond-encrusted-drop-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0304-2.jpg","https://jewelbox.co.in/vanity-glam-diamond-encrusted-drop-earrings/","₹1,85,289","Vanity Glam Diamond Encrusted Drop Earrings"
"https://jewelbox.co.in/dropping-glamour-padma-cut-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/02/WER1576-front-2.jpg","https://jewelbox.co.in/dropping-glamour-padma-cut-diamond-earrings/","₹2,55,462","Dropping Glamour Padma Cut Diamond Earrings"
"https://jewelbox.co.in/square-shaped-princess-cut-diamond-stud-for-men/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1762507674.jpg","https://jewelbox.co.in/square-shaped-princess-cut-diamond-stud-for-men/","₹8,754","Square Shaped Princess Cut Diamond Stud for Men"
"https://jewelbox.co.in/blooming-perina-petals-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1753878828.jpg","https://jewelbox.co.in/blooming-perina-petals-diamond-studs/","₹22,728","Blooming Perina Petals Diamond Studs"
"https://jewelbox.co.in/starlight-deco-arch-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/03/PER1171-front-2.jpg","https://jewelbox.co.in/starlight-deco-arch-diamond-earrings/","₹1,01,351","Starlight Deco Arch Diamond Earrings"
"https://jewelbox.co.in/beautiful-prismara-aventra-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/03/PER1175-front-2.jpg","https://jewelbox.co.in/beautiful-prismara-aventra-diamond-earrings/","₹75,305","Beautiful Prismara Aventra Diamond Earrings"
"https://jewelbox.co.in/splendid-freesia-mixed-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/03/PER1168-front-2.jpg","https://jewelbox.co.in/splendid-freesia-mixed-diamond-earrings/","₹92,151","Splendid Freesia Mixed Diamond Earrings"
"https://jewelbox.co.in/soulful-spring-diamond-stud-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1753524939.jpg","https://jewelbox.co.in/soulful-spring-diamond-stud-earrings/","₹13,896","Soulful Spring Diamond Stud Earrings"
"https://jewelbox.co.in/elite-mens-princess-diamond-stud/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/06/WER1074-front.jpg","https://jewelbox.co.in/elite-mens-princess-diamond-stud/","₹34,738","Elite Men's Princess Diamond Stud"
"https://jewelbox.co.in/classic-halo-oval-cut-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2022/02/WER0252-front.jpg","https://jewelbox.co.in/classic-halo-oval-cut-earstuds/","₹69,027","Classic Halo Oval Cut Earstuds"
"https://jewelbox.co.in/classic-elegance-round-diamond-solitaire-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/02/WER1075-1-1.jpg","https://jewelbox.co.in/classic-elegance-round-diamond-solitaire-studs/","₹1,18,799","Classic Elegance Round Diamond Solitaire Studs"
"https://jewelbox.co.in/royal-diamond-encrusted-hoop-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0158-2.jpg","https://jewelbox.co.in/royal-diamond-encrusted-hoop-earrings/","₹82,681","Royal Diamond Encrusted Hoop Earrings"
"https://jewelbox.co.in/royal-elegance-flora-diamond-earring/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/12/WER0403-frontYG.jpg","https://jewelbox.co.in/royal-elegance-flora-diamond-earring/","₹1,39,299","Royal Elegance Flora Diamond Earring"
"https://jewelbox.co.in/fire-and-flame-diamond-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1753337846.jpg","https://jewelbox.co.in/fire-and-flame-diamond-earstuds/","₹15,184","Fire and Flame Diamond Earstuds"
"https://jewelbox.co.in/pear-diamond-cluster-rain-dangler-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0203-2.jpg","https://jewelbox.co.in/pear-diamond-cluster-rain-dangler-earrings/","₹97,720","Pear Diamond Cluster Rain Dangler Earrings"
"https://jewelbox.co.in/sideways-triangle-circle-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1753681598.jpg","https://jewelbox.co.in/sideways-triangle-circle-diamond-studs/","₹21,142","Sideways Triangle Circle Diamond Studs"
"https://jewelbox.co.in/9-rhombus-round-diamond-stud-for-men/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/139_dsg_img_model__1762514339.jpg","https://jewelbox.co.in/9-rhombus-round-diamond-stud-for-men/","₹16,206","9 Rhombus Round Diamond Stud For Men"
"https://jewelbox.co.in/octagonal-diamond-glamour-studs-for-men/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1762507192.jpg","https://jewelbox.co.in/octagonal-diamond-glamour-studs-for-men/","₹9,970","Octagonal Diamond Glamour Studs for Men"
"https://jewelbox.co.in/classic-twinkle-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/07/WER1218-frontYG.jpg","https://jewelbox.co.in/classic-twinkle-diamond-ear-studs/","₹42,211","Classic Twinkle Diamond Ear Studs"
"https://jewelbox.co.in/shimmer-and-shine-diamond-encrusted-hoop-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/08/WER0455-front.jpg","https://jewelbox.co.in/shimmer-and-shine-diamond-encrusted-hoop-earrings/","₹66,012","Shimmer and Shine Diamond Encrusted Hoop Earrings"
"https://jewelbox.co.in/twinkling-twirls-encrusted-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/03/WER0117-front.jpg","https://jewelbox.co.in/twinkling-twirls-encrusted-diamond-earrings/","₹66,751","Twinkling Twirls Encrusted Diamond Earrings"
"https://jewelbox.co.in/loop-of-love-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0142-2.jpg","https://jewelbox.co.in/loop-of-love-diamond-earrings/","₹41,998","Loop of Love Diamond Earrings"
"https://jewelbox.co.in/radiant-round-circle-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/11/WER1338-front.jpg","https://jewelbox.co.in/radiant-round-circle-diamond-earrings/","₹45,141","Radiant Round Circle Diamond Earrings"
"https://jewelbox.co.in/venn-diamond-studs-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1753682508.jpg","https://jewelbox.co.in/venn-diamond-studs-earrings/","₹12,840","Venn Diamond Studs Earrings"
"https://jewelbox.co.in/shimmering-solitaire-diamond-stud-earrings/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1753684960.jpg","https://jewelbox.co.in/shimmering-solitaire-diamond-stud-earrings/","₹12,273","Shimmering Solitaire Diamond Stud Earrings"
"https://jewelbox.co.in/pinwheel-diamond-clustered-earstuds/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2023/12/WER0201-2.jpg","https://jewelbox.co.in/pinwheel-diamond-clustered-earstuds/","₹64,594","Pinwheel Diamond Clustered Earstuds"
"https://jewelbox.co.in/adorable-flowery-fabrage-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2025/03/PER1170-front-2.jpg","https://jewelbox.co.in/adorable-flowery-fabrage-diamond-studs/","₹71,694","Adorable Flowery Fabrage Diamond Studs"
"https://jewelbox.co.in/anum-cara-green-stone-diamond-earrings/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/12/WER0422-front.jpg","https://jewelbox.co.in/anum-cara-green-stone-diamond-earrings/","₹4,28,099","Anum Cara Green Stone Diamond Earrings"
"https://jewelbox.co.in/dainty-spark-heart-diamond-hoops/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/10/PER0844-frontYG.jpg","https://jewelbox.co.in/dainty-spark-heart-diamond-hoops/","₹48,746","Dainty Spark Heart Diamond Hoops"
"https://jewelbox.co.in/orbit-of-stars-diamond-ear-studs/","https://d3v1ent03vl2sc.cloudfront.net/woo_featured_image/47_dsg_img_model__1760168417.jpg","https://jewelbox.co.in/orbit-of-stars-diamond-ear-studs/","₹1,27,489","Orbit of Stars Diamond Ear Studs"
"https://jewelbox.co.in/raindrop-matrix-princess-cut-diamond-studs/","https://d3v1ent03vl2sc.cloudfront.net/wp-content/uploads/2024/01/WER0879-front-2.jpg","https://jewelbox.co.in/raindrop-matrix-princess-cut-diamond-studs/","₹1,46,968","Raindrop Matrix Princess Cut Diamond Studs"
